customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,no_partners_no_dependents,no_dependents_yes_partners,dependents_no_partners,yes_dependents_and_partners,,start_date,average_monthly_charges,validate_monthly_charges,contract_type_desc,phone_type_desc,internet_type_desc
9921-QFQUL,Female,0,Yes,No,2,2,0,Mailed check,90.15,2044.95,No,22.68386023,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,43806.03258,90.15,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
9921-EZKBY,Male,0,No,Yes,2,2,0,Bank transfer (automatic),95.3,3275.15,No,34.36673662,FALSE,FALSE,TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,2,43450.67843,95.3,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
9919-YLNNG,Female,0,No,No,1,2,0,Bank transfer (automatic),103.8,4327.5,No,41.69075145,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,43227.90631,103.8,TRUE,Month-to-Month,One Line,Fiber Optic
9919-KNPOO,Female,0,Yes,No,2,2,0,Electronic check,94.3,1948.35,No,20.6611877,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,43867.55554,94.3,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
9912-GVSEQ,Female,1,Yes,No,2,2,0,Electronic check,93.85,2381.55,Yes,25.37613213,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,43724.14265,93.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
9909-IDLEK,Male,0,Yes,Yes,2,2,0,Mailed check,96.8,1826.7,No,18.87086777,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,3,43922.01111,96.8,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
9907-SWKKF,Female,1,No,No,0,1,0,Mailed check,25.05,25.05,Yes,1,TRUE,TRUE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,44465.58333,25.05,TRUE,Month-to-Month,No Phone Service,DSL
9904-EHEVJ,Female,1,Yes,Yes,2,2,0,Mailed check,91.35,2896.55,No,31.70826492,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,3,43531.54028,91.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
9903-LYSAB,Male,0,Yes,No,2,2,0,Electronic check,73.15,1305.95,No,17.8530417,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,43952.96998,73.15,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
9898-KZQDZ,Female,1,Yes,Yes,2,2,0,Credit card (automatic),94.55,3640.45,Yes,38.50290851,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,3,43324.86987,94.55,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
9897-KXHCM,Female,0,Yes,Yes,1,2,0,Electronic check,80.3,250.05,Yes,3.113947696,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,3,44401.28409,80.3,TRUE,Month-to-Month,One Line,Fiber Optic
9895-VFOXH,Female,0,No,No,0,1,0,Mailed check,24.4,24.4,No,1,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,44465.58333,24.4,TRUE,Month-to-Month,No Phone Service,DSL
9894-EZEWG,Female,0,No,No,1,2,0,Credit card (automatic),74.3,74.3,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44465.58333,74.3,TRUE,Month-to-Month,One Line,Fiber Optic
9889-TMAHG,Male,1,No,No,1,2,0,Credit card (automatic),100.3,832.35,Yes,8.298604187,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44243.58412,100.3,TRUE,Month-to-Month,One Line,Fiber Optic
9885-CSMWE,Female,1,No,No,1,2,0,Electronic check,78.45,78.45,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44465.58333,78.45,TRUE,Month-to-Month,One Line,Fiber Optic
9885-AIBVB,Male,0,Yes,No,2,2,0,Electronic check,85.8,2440.25,No,28.44114219,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,43630.91526,85.8,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
9881-VCZEP,Female,0,Yes,No,2,1,0,Electronic check,54.1,1373,No,25.37892791,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,43724.05761,54.1,TRUE,Month-to-Month,Two or More Lines,DSL
9878-TNQGW,Male,0,No,No,1,2,0,Electronic check,80.95,171.15,Yes,2.114268067,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44431.69101,80.95,TRUE,Month-to-Month,One Line,Fiber Optic
9874-QLCLH,Female,0,Yes,Yes,2,2,0,Electronic check,104.2,1743.5,Yes,16.73224568,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,3,43987.06086,104.2,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
9873-MNDKV,Female,0,No,No,1,1,0,Mailed check,44.65,472.25,No,10.57670773,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44174.29181,44.65,TRUE,Month-to-Month,One Line,DSL
9867-NNXLC,Female,0,No,No,1,0,0,Mailed check,20.05,470.2,No,23.45137157,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,43782.68745,20.05,TRUE,Month-to-Month,One Line,No Internet Service
9866-QEVEE,Male,0,No,No,2,2,0,Bank transfer (automatic),86,1532.45,Yes,17.81918605,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,43953.99976,86,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
9863-JZAIC,Male,0,No,No,1,1,0,Mailed check,55,2010.55,Yes,36.55545455,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,43384.10492,55,TRUE,Month-to-Month,One Line,DSL
9862-KJTYK,Male,0,No,Yes,0,1,0,Credit card (automatic),25.35,566.1,No,22.33136095,FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,2,43816.75444,25.35,TRUE,Month-to-Month,No Phone Service,DSL
9860-LISIZ,Female,0,No,No,1,0,0,Mailed check,20.35,673.2,No,33.08108108,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,43489.78378,20.35,TRUE,Month-to-Month,One Line,No Internet Service
9853-JFZDU,Female,0,Yes,No,1,1,0,Electronic check,56.85,1861.1,No,32.73702726,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,43500.24875,56.85,TRUE,Month-to-Month,One Line,DSL
9851-QXEEQ,Male,0,No,No,2,2,0,Electronic check,104.7,4346.4,Yes,41.51289398,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,43233.31614,104.7,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
9851-KIELU,Male,0,No,No,1,2,0,Electronic check,110.1,1043.3,Yes,9.475930972,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44207.77377,110.1,TRUE,Month-to-Month,One Line,Fiber Optic
9850-OWRHQ,Female,0,Yes,No,2,2,0,Credit card (automatic),74.1,228,Yes,3.076923077,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,44402.41026,74.1,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
9846-GKXAS,Female,0,No,No,1,2,0,Bank transfer (automatic),90.8,809.75,Yes,8.917951542,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44224.74564,90.8,TRUE,Month-to-Month,One Line,Fiber Optic
9842-EFSYY,Female,0,No,Yes,0,1,0,Mailed check,57.2,223.75,No,3.911713287,TRUE,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,2,44377.01872,57.2,TRUE,Month-to-Month,No Phone Service,DSL
9840-EFJQB,Female,0,No,No,1,2,0,Electronic check,74.35,74.35,No,1,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44465.58333,74.35,TRUE,Month-to-Month,One Line,Fiber Optic
9840-DVNDC,Male,0,No,No,1,2,0,Credit card (automatic),80.5,463.05,Yes,5.752173913,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44321.03804,80.5,TRUE,Month-to-Month,One Line,Fiber Optic
9839-ETQOE,Male,0,No,Yes,0,1,0,Electronic check,40.45,1912.85,No,47.28924598,FALSE,FALSE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,2,43057.61877,40.45,TRUE,Month-to-Month,No Phone Service,DSL
9837-FWLCH,Male,0,Yes,Yes,1,0,0,Electronic check,19.2,239,No,12.44791667,FALSE,FALSE,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,TRUE,3,44117.37587,19.2,TRUE,Month-to-Month,One Line,No Internet Service
9837-BMCLM,Male,0,No,No,1,2,0,Electronic check,78.5,242.05,Yes,3.08343949,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44402.21205,78.5,TRUE,Month-to-Month,One Line,Fiber Optic
9828-QHFBK,Male,0,No,No,1,1,0,Electronic check,51.15,1275.7,No,24.94037146,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,43737.39703,51.15,TRUE,Month-to-Month,One Line,DSL
9828-AOQLM,Female,0,Yes,Yes,1,1,0,Electronic check,45.7,45.7,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,3,44465.58333,45.7,TRUE,Month-to-Month,One Line,DSL
9824-BEMCV,Male,0,Yes,Yes,1,2,0,Electronic check,69,1149.65,Yes,16.6615942,FALSE,TRUE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,3,43989.20984,69,TRUE,Month-to-Month,One Line,Fiber Optic
9822-WMWVG,Female,0,No,No,2,2,0,Electronic check,106.5,4282.4,No,40.21032864,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,43272.93584,106.5,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
9822-OAOVB,Female,0,No,No,1,1,0,Electronic check,55.45,55.45,No,1,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44465.58333,55.45,TRUE,Month-to-Month,One Line,DSL
9822-BIIGN,Male,0,Yes,Yes,2,1,0,Electronic check,71.85,3827.9,No,53.27627001,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,3,42875.51345,71.85,TRUE,Month-to-Month,Two or More Lines,DSL
9821-POOTN,Male,0,Yes,No,2,2,0,Electronic check,75.2,2576.2,Yes,34.25797872,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,43453.98648,75.2,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
9820-RMCQV,Female,0,No,No,1,1,0,Credit card (automatic),48.55,501,Yes,10.3192585,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44182.12255,48.55,TRUE,Month-to-Month,One Line,DSL
9819-FBNSV,Male,1,Yes,No,1,2,0,Bank transfer (automatic),72.25,2575.45,No,35.64636678,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,43411.75634,72.25,TRUE,Month-to-Month,One Line,Fiber Optic
9818-XQCUV,Female,0,No,No,1,0,0,Mailed check,20.35,45.3,No,2.226044226,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,44428.29115,20.35,TRUE,Month-to-Month,One Line,No Internet Service
9817-APLHW,Male,0,No,No,2,0,0,Electronic check,25,316.2,No,12.648,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,44111.29,25,TRUE,Month-to-Month,Two or More Lines,No Internet Service
9812-GHVRI,Female,0,No,No,2,2,0,Bank transfer (automatic),83.85,3532.25,No,42.12581992,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,43214.67298,83.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
9809-IMGCQ,Male,1,No,No,2,2,0,Electronic check,96.7,2082.95,Yes,21.54033092,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,43840.81493,96.7,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
9804-ICWBG,Male,0,No,No,1,2,0,Electronic check,69.9,69.9,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44465.58333,69.9,TRUE,Month-to-Month,One Line,Fiber Optic
9801-GDWGV,Female,0,No,No,2,2,0,Electronic check,103.45,3994.45,Yes,38.61237313,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,43321.54032,103.45,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
9800-ONTFE,Female,0,Yes,Yes,2,2,0,Bank transfer (automatic),75.8,1615.1,No,21.30738786,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,3,43847.90029,75.8,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
9799-CAYJJ,Female,1,Yes,No,1,2,0,Electronic check,69.3,153.8,No,2.219336219,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,44428.49519,69.3,TRUE,Month-to-Month,One Line,Fiber Optic
9796-BPKIW,Male,1,No,No,1,2,0,Credit card (automatic),69.95,562.7,No,8.04431737,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44251.31868,69.95,TRUE,Month-to-Month,One Line,Fiber Optic
9793-WECQC,Male,0,No,No,1,2,0,Mailed check,95.3,2192.9,No,23.01049318,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,43796.0975,95.3,TRUE,Month-to-Month,One Line,Fiber Optic
9788-YTFGE,Male,0,No,No,1,0,0,Mailed check,19.95,147.5,No,7.393483709,FALSE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,44271.11487,19.95,TRUE,Month-to-Month,One Line,No Internet Service
9787-XVQIU,Male,0,No,No,2,2,0,Electronic check,75.3,75.3,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44465.58333,75.3,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
9782-LGXMC,Female,0,Yes,Yes,1,1,0,Bank transfer (automatic),61.75,3024.15,No,48.97408907,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,3,43006.37146,61.75,TRUE,Month-to-Month,One Line,DSL
9780-FKVVF,Male,0,No,No,1,1,0,Bank transfer (automatic),59.15,336.7,No,5.692307692,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44322.85897,59.15,TRUE,Month-to-Month,One Line,DSL
9779-DPNEJ,Female,0,Yes,Yes,1,2,0,Electronic check,80.15,1790.65,No,22.34123518,TRUE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,3,43816.4541,80.15,TRUE,Month-to-Month,One Line,Fiber Optic
9777-WJJPR,Male,0,Yes,No,2,2,0,Credit card (automatic),88.65,2683.2,No,30.26734349,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,43575.3683,88.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
9776-OJUZI,Female,1,No,No,2,2,0,Bank transfer (automatic),95.45,6223.3,No,65.19958093,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,42512.84608,95.45,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
9776-CLUJA,Female,1,Yes,No,2,2,0,Electronic check,77.5,3807.35,Yes,49.12709677,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,43001.71747,77.5,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
9774-NRNAU,Male,1,Yes,No,2,1,0,Bank transfer (automatic),84.8,2309.55,No,27.23525943,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,1,43667.59419,84.8,TRUE,Month-to-Month,Two or More Lines,DSL
9773-PEQBZ,Male,0,No,No,2,2,0,Electronic check,79.85,797.25,No,9.984345648,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44192.30949,79.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic
9770-LXDBK,Female,0,No,No,1,0,0,Mailed check,20.4,63.15,No,3.095588235,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,44401.84252,20.4,TRUE,Month-to-Month,One Line,No Internet Service
9767-FFLEM,Male,0,No,No,1,2,0,Credit card (automatic),69.5,2625.25,No,37.77338129,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,43347.05965,69.5,TRUE,Month-to-Month,One Line,Fiber Optic
9763-PDTKK,Female,0,No,No,1,2,0,Bank transfer (automatic),94.4,387.2,Yes,4.101694915,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44371.24011,94.4,TRUE,Month-to-Month,One Line,Fiber Optic
9763-GRSKD,Male,0,Yes,Yes,1,1,0,Mailed check,49.95,587.45,No,11.76076076,FALSE,FALSE,TRUE,TRUE,TRUE,3,FALSE,FALSE,FALSE,TRUE,3,44138.27686,49.95,TRUE,Month-to-Month,One Line,DSL
9761-XUJWD,Male,0,No,No,1,1,0,Bank transfer (automatic),65.6,339.9,No,5.181402439,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44338.39901,65.6,TRUE,Month-to-Month,One Line,DSL
9754-CLVZW,Female,0,Yes,Yes,0,1,0,Credit card (automatic),38.85,1025.15,No,26.38738739,TRUE,FALSE,FALSE,TRUE,FALSE,3,FALSE,FALSE,FALSE,TRUE,3,43693.38363,38.85,TRUE,Month-to-Month,No Phone Service,DSL
9753-OYLBX,Female,0,No,No,1,0,0,Mailed check,20.5,20.5,No,1,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,44465.58333,20.5,TRUE,Month-to-Month,One Line,No Internet Service
9752-ZNQUT,Female,0,No,No,1,1,0,Electronic check,48.6,48.6,No,1,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44465.58333,48.6,TRUE,Month-to-Month,One Line,DSL
9747-DDZOS,Female,0,No,No,1,2,0,Bank transfer (automatic),73.5,73.5,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,FALSE,FALSE,FALSE,0,44465.58333,73.5,TRUE,Month-to-Month,One Line,Fiber Optic
9743-DQKQW,Male,0,No,No,0,1,0,Electronic check,25.1,79.8,No,3.179282869,FALSE,FALSE,FALSE,TRUE,FALSE,0,TRUE,FALSE,FALSE,FALSE,0,44399.29681,25.1,TRUE,Month-to-Month,No Phone Service,DSL
